Utility,DateTime,BillingPlan,Rate,VersionControl
SDGE,Jul 11 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 12 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 12 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 12 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 12 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 12 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 12 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 19 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 19 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 19 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 19 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 19 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 19 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 26 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 26 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 26 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 26 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 26 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 26 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 02 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 02 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 02 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 02 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 02 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 02 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 09 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 09 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 09 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 09 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 09 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 09 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 16 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 16 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 16 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 16 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 16 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 16 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 23 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 23 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 23 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 23 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 23 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 23 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 30 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 30 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 30 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 30 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 30 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 30 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 06 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 06 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 06 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 06 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 06 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 06 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 13 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 13 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 13 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 13 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 13 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 13 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 20 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 26 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 26 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 26 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 26 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 26 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 26 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 27 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 03 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 03 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 03 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 03 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 03 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 03 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 04 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 10 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 10 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 10 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 10 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 10 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 10 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 11 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 17 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 17 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 17 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 17 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 17 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 17 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 18 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 24 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 24 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 24 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 24 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 24 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 24 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 25 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 31 2009 02:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 31 2009 03:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 31 2009 04:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 31 2009 09:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 31 2009 10:00PM,EV-TOU,$0.29 ,1
SDGE,Oct 31 2009 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 05 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 05 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 05 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 05 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 05 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 05 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 06 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 06 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 06 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 06 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 06 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 06 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 12 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 12 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 12 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 12 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 12 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 12 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 13 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 13 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 13 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 13 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 13 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 13 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 19 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 19 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 19 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 19 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 19 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 19 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 20 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 20 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 20 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 20 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 20 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 20 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 26 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 26 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 26 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 26 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 26 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 26 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 27 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 27 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 27 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 27 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 27 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jun 27 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 03 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 03 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 03 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 03 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 03 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 03 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 04 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 04 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 04 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 04 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 04 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 04 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 10 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 10 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 10 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 10 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 10 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 10 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 11 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 11 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 11 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 11 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 11 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 11 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 17 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 17 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 17 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 17 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 17 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 17 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 18 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 24 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 24 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 24 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 24 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 24 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 24 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 25 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 31 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 31 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 31 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 31 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 31 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Jul 31 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 01 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 07 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 07 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 07 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 07 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 07 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 07 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 08 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 14 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 14 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 14 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 14 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 14 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 14 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 15 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 21 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 21 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 21 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 21 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 21 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 21 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 22 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 28 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 28 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 28 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 28 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 28 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 28 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Aug 29 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 04 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 04 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 04 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 04 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 04 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 04 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 05 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 11 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 11 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 11 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 11 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 11 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 11 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 12 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 18 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 18 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 18 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 18 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 18 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 18 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2010 04:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2010 09:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2010 10:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 19 2010 11:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 25 2010 02:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 25 2010 03:00PM,EV-TOU,$0.29 ,1
SDGE,Sep 25 2010 04:00PM,EV-TOU,$0.29 ,1
